`year`,`danceability`
`1962`,`0.5330869685027114`
`1962`,`0.5757869785651112`
`1962`,`0.6035543059982105`
`1962`,`0.6419923197368638`
`1963`,`0.3696800492935719`
`1963`,`0.380974906433859`
`1963`,`0.42247568393442775`
`1963`,`0.47131229108678124`
`1963`,`0.47255301115612713`
`1963`,`0.49294763266912944`
`1963`,`0.49361279448845435`
`1963`,`0.49717228485045273`
`1963`,`0.5277586090085987`
`1963`,`0.5377151730667626`
`1963`,`0.5419471618389897`
`1963`,`0.5467330194567072`
`1963`,`0.5510324608801772`
`1963`,`0.5545856132557271`
`1963`,`0.573902170376358`
`1963`,`0.645322508835593`
`1963`,`0.6712571849486642`
`1963`,`0.6771870870234794`
`1964`,`0.3825618781224164`
`1964`,`0.4907860215562835`
`1964`,`0.5372628717499026`
`1964`,`0.5548222966546928`
`1964`,`0.5559909805360398`
`1964`,`0.5696851359787699`
`1964`,`0.5852998087936074`
`1964`,`0.5885207880131782`
`1964`,`0.5998441490274418`
`1964`,`0.6115426938581533`
`1964`,`0.6132000310211504`
`1964`,`0.6141061206550087`
`1964`,`0.6226910541943279`
`1964`,`0.6565059454147064`
`1964`,`0.6806447987101137`
`1964`,`0.6830636739908612`
`1964`,`0.6857854057140056`
`1964`,`0.6901490663688049`
`1964`,`0.6987005169610001`
`1964`,`0.71211896893908`
`1964`,`0.7245942455771971`
`1964`,`0.7317409764712426`
`1964`,`0.7419391818021176`
`1964`,`0.7674079649789792`
`1965`,`0.37534238947821896`
`1965`,`0.39272087233436115`
`1965`,`0.4375735985689529`
`1965`,`0.4736954192008362`
`1965`,`0.48762155380079003`
`1965`,`0.49760031348761835`
`1965`,`0.5033469779972273`
`1965`,`0.5322103491303215`
`1965`,`0.5333683206750423`
`1965`,`0.5353229787815901`
`1965`,`0.5383969441887821`
`1965`,`0.5576865849677992`
`1965`,`0.5590847575349815`
`1965`,`0.5675341682225771`
`1965`,`0.5774423870722613`
`1965`,`0.5786726173171578`
`1965`,`0.5829314046609113`
`1965`,`0.5929908269654373`
`1965`,`0.5976791906342251`
`1965`,`0.59914866798875`
`1965`,`0.6018454450732462`
`1965`,`0.630889459053231`
`1965`,`0.645949814681509`
`1965`,`0.6648522885665911`
`1965`,`0.6707861022347483`
`1965`,`0.6815659695999359`
`1965`,`0.6918371067421455`
`1965`,`0.7008773538794407`
`1965`,`0.7076119352483837`
`1965`,`0.7567611739827805`
`1966`,`0.22705294898451617`
`1966`,`0.3107492942833033`
`1966`,`0.3263214812618258`
`1966`,`0.3495069038519883`
`1966`,`0.4851613780209545`
`1966`,`0.4982795333568689`
`1966`,`0.5001001354588888`
`1966`,`0.5012492019213458`
`1966`,`0.5086671522798067`
`1966`,`0.512649286683996`
`1966`,`0.5394883335623262`
`1966`,`0.540250565327273`
`1966`,`0.5650427928381284`
`1966`,`0.57366636971292`
`1966`,`0.6139580515452621`
`1966`,`0.7391385430090557`
`1967`,`0.2450910222816025`
`1967`,`0.2780610329816304`
`1967`,`0.32456423237787824`
`1967`,`0.34392088061783355`
`1967`,`0.36004210164906353`
`1967`,`0.36006871792768785`
`1967`,`0.36512999983900024`
`1967`,`0.37597128585098283`
`1967`,`0.3891563968576171`
`1967`,`0.40097199761918373`
`1967`,`0.40267972407218205`
`1967`,`0.4489990948637067`
`1967`,`0.4712325967844293`
`1967`,`0.47294386917447406`
`1967`,`0.4770739979893617`
`1967`,`0.5449950932365717`
`1967`,`0.5560799577613738`
`1967`,`0.5600838688995503`
`1967`,`0.5889558076298661`
`1967`,`0.6128140956632945`
`1967`,`0.6173162116773195`
`1967`,`0.642433657218984`
`1967`,`0.6579885497259698`
`1967`,`0.6772124440197429`
`1967`,`0.7036014009979518`
`1967`,`0.7057153664236403`
`1967`,`0.7093373495007941`
`1968`,`0.08069474265909085`
`1968`,`0.18578822586399432`
`1968`,`0.2906237399921477`
`1968`,`0.3089072393853526`
`1968`,`0.34742659593367187`
`1968`,`0.3604019002704658`
`1968`,`0.36247621821432746`
`1968`,`0.39928713647651787`
`1968`,`0.41781435341406953`
`1968`,`0.4204691243176295`
`1968`,`0.4291744752378959`
`1968`,`0.433864572147913`
`1968`,`0.46064672957974984`
`1968`,`0.47593112572378793`
`1968`,`0.48060765774027026`
`1968`,`0.4818381508557199`
`1968`,`0.5140483901390204`
`1968`,`0.5144595223988947`
`1968`,`0.5220922655614963`
`1968`,`0.5282169245600999`
`1968`,`0.551387092029187`
`1968`,`0.5787910973782135`
`1968`,`0.5806860430919747`
`1968`,`0.5980687452685514`
`1968`,`0.6004187272997453`
`1968`,`0.6020017956848285`
`1968`,`0.6253008075071579`
`1968`,`0.6356680645752201`
`1968`,`0.6382815717950213`
`1968`,`0.6414085700950647`
`1968`,`0.6490006009443458`
`1968`,`0.6495404746017525`
`1968`,`0.6882088348603773`
`1968`,`0.7999762929369896`
`1968`,`0.8014758587220712`
`1968`,`0.8267275057622363`
`1969`,`0.3204728944994417`
`1969`,`0.36989380069878786`
`1969`,`0.3759942877540601`
`1969`,`0.3866637722956171`
`1969`,`0.407125660686353`
`1969`,`0.42984077228318596`
`1969`,`0.48207023151287426`
`1969`,`0.48277768256531534`
`1969`,`0.4908205891728221`
`1969`,`0.5289466368530304`
`1969`,`0.534212310639866`
`1969`,`0.5444662620662003`
`1969`,`0.5469091579828915`
