`year`,`danceability`
`1969`,`0.5515411795669226`
`1969`,`0.564615462380061`
`1969`,`0.5734401525618736`
`1969`,`0.5872248017253756`
`1969`,`0.5986368615969286`
`1969`,`0.6069097652105662`
`1969`,`0.6245405004082367`
`1969`,`0.6437468003979332`
`1969`,`0.6619298899497568`
`1969`,`0.6641527706782105`
`1969`,`0.6796889229401206`
`1969`,`0.6951113089805966`
`1969`,`0.7204483096691964`
`1969`,`0.7266361636160489`
`1969`,`0.7565014392544156`
`1969`,`0.7796227604711692`
`1969`,`0.8802839022354535`
`1970`,`0.3857231980117881`
